,document_type,publication_year,publication_date,article_title,source_title,authors,abstract,"times_cited,_all_databases",marine_content,dimension,novelty_study_type,novelty_measured,system,notes
113,Article,2016,MAR,Eight decades of sampling reveal a contemporary novel fish assemblage in coastal nursery habitats,GLOBAL CHANGE BIOLOGY,"Barceló, C; Ciannelli, L; Olsen, EM; Johannessen, T; Knutsen, H","In order to adequately monitor biodiversity trends through time and their responses to natural or anthropogenic impacts, researchers require long time series that are often unavailable. This general lack of datasets that are several decades or longer makes establishing a background or baseline of diversity metrics difficult - especially when attempting to understand species composition changes against a backdrop of climate and ecological variability. Here, we present an analysis of a community of juvenile nearshore fishes based on nearly 8 decades of highly standardized Norwegian survey records. Using multivariate statistical techniques, we: (i) characterize the change in taxonomic community composition through time, (ii) determine whether there has been an increase in warm-water affinity species relative to their cold water affinity counterparts, and (iii) characterize the temporal change in the species' functional trait assemblage. Our results strongly indicate a shift toward a novel fish assemblage between the late 1990s and 2000s. The context of changes within the most recent two decades is in stark contrast to those during the 1960s and 1970s, but similar to those during the previous warm period during the 1930s and 1940s. This novel assemblage is tightly linked to the warming temperatures in the region portrayed by the increased presence of warm-water species and a higher incidence of pelagic, planktivorous species. The results indicate a clear influence of ocean temperature on the region's juvenile fish community that points to climate-mediated effects on the species assemblages of an important fish nursery area.",50,TRUE,ecological,empirical,FALSE,fish,"very interesting though -- not detected as novel but described based on changes in compostion, without any threshold, but certainly with a baseline!"
114,Review,2020,NOV,Microbial Activity in Subterranean Ecosystems: Recent Advances,APPLIED SCIENCES-BASEL,"Martin-Pozas, T; Gonzalez-Pimentel, JL; Jurado, V; Cuezva, S; Dominguez-Moñino, I; Fernandez-Cortes, A; Cañaveras, JC; Sanchez-Moral, S; Saiz-Jimenez, C","Of the several critical challenges present in environmental microbiology today, one is the assessment of the contribution of microorganisms in the carbon cycle in the Earth-climate system. Karstic subterranean ecosystems have been overlooked until recently. Covering up to 25% of the land surface and acting as a rapid CH4 sink and alternately as a CO2 source or sink, karstic subterranean ecosystems play a decisive role in the carbon cycle in terms of their contribution to the global balance of greenhouse gases. Recent data indicate that microbiota must play a significant ecological role in the biogeochemical processes that control the composition of the subterranean atmosphere, as well as in the availability of nutrients for the ecosystem. Nevertheless, there are still essential gaps in our knowledge concerning the budgets of greenhouse gases at the ecosystem scale and the possible feedback mechanisms between environmental-microclimatic conditions and the rates and type of activity of microbial communities in subterranean ecosystems. Another challenge is searching for bioactive compounds (antibiotics) used for treating human diseases. At present, there is a global health emergency and a strong need for novel biomolecules. In recent decades, great research efforts have been made to extract antibiotics from marine organisms. More recently, caves have been receiving considerable attention in search of novel antibiotics. Cave methanotrophic and heterotrophic bacteria are producers of bioactive compounds and may be potential sources of metabolites with antibacterial, antifungal or anticancer activities of interest in pharmacological and medical research, as well as enzymes with a further biotechnological use. Here we also show that bacteria isolated from mines, a still unexplored niche for scientists in search of novel compounds, can be a source of novel secondary metabolites.",20,FALSE,NA,NA,NA,NA,
115,Article,2012,Apr-27,Disparity Changes in 370 Ma Devonian Fossils: The Signature of Ecological Dynamics?,PLOS ONE,"Girard, C; Renaud, S","Early periods in Earth's history have seen a progressive increase in complexity of the ecosystems, but also dramatic crises decimating the biosphere. Such patterns are usually considered as large-scale changes among supra-specific groups, including morphological novelties, radiation, and extinctions. Nevertheless, in the same time, each species evolved by the way of micro-evolutionary processes, extended over millions of years into the evolution of lineages. How these two evolutionary scales interacted is a challenging issue because this requires bridging a gap between scales of observation and processes. The present study aims at transferring a typical macro-evolutionary approach, namely disparity analysis, to the study of fine-scale evolutionary variations in order to decipher what processes actually drove the dynamics of diversity at a micro-evolutionary level. The Late Frasnian to Late Famennian period was selected because it is punctuated by two major macro-evolutionary crises, as well as a progressive diversification of marine ecosystem. Disparity was estimated through this period on conodonts, tooth-like fossil remains of small eel-like predators that were part of the nektonic fauna. The study was focused on the emblematic genus of the period, Palmatolepis. Strikingly, both crises affected an already impoverished Palmatolepis disparity, increasing risks of random extinction. The major disparity signal rather emerged as a cycle of increase and decrease in disparity during the inter-crises period. The diversification shortly followed the first crisis and might correspond to an opportunistic occupation of empty ecological niche. The subsequent oriented shrinking in the morphospace occupation suggests that the ecological space available to Palmatolepis decreased through time, due to a combination of factors: deteriorating climate, expansion of competitors and predators. Disparity changes of Palmatolepis thus reflect changes in the structure of the ecological space itself, which was prone to evolve during this ancient period where modern ecosystems were progressively shaped.",11,TRUE,technical,zoology,FALSE,nekton_fossil,
116,Review,2025,JUN,"Unraveling the mysteries of the plastisphere: a comprehensive analysis of its composition, toxicity, and ecological impact",JOURNAL OF SEDIMENTARY ENVIRONMENTS,"Moncer, M; Hamza, A; Trabelsi, L","The widespread applications of plastics in diverse human activities have dramatically increased their production and consumption, making plastic waste a pressing environmental issue worldwide. Ineffective management and disposal practices have led to plastic debris accumulation in aquatic environments across various global regions, from coastal marine systems to inland freshwater bodies. In these environments, plastics can act as sediment-like particles, accumulating on the seabed, being transported by currents, and interacting with natural sediments. This synthetic sedimentation process integrates plastics into sedimentary systems, influencing their dynamics and evolution. In these ecosystems, microbial biofilms have been observed forming on plastic surfaces, creating what is now termed the plastisphere. This review delivers a global overview of the plastisphere, focusing on its structural characteristics, ecological functions, and potential toxic effects. It further explores the role of plastics as synthetic sediments, examining how they contribute to sedimentary deposition, erosion, and transport processes. It also underscores the role of resident microorganisms in accumulating contaminants within this unique ecosystem. Drawing from recent studies, we analyze the distribution of key microbial species within the plastisphere across marine and freshwater environments, providing critical insights into their ecological and health implications. The role of plastics in sedimentary environments is also highlighted, discussing how they alter sediment structure, biogeochemistry, and ecological interactions. This study underlines the novelty of understanding plastisphere dynamics, offering recommendations for future research directions and potential mitigation strategies. Ultimately, our review emphasizes that a deeper understanding of plastisphere ecology is essential for addressing the far-reaching impacts of plastic pollutants on both aquatic ecosystems and human health. By positioning plastics as synthetic sediments, this work also contributes to advancing sedimentological research.",0,TRUE,technical,innovation,FALSE,plastics,
117,Article,2015,Sep-24,Intermittent Noise Induces Physiological Stress in a Coastal Marine Fish,PLOS ONE,"Nichols, TA; Anderson, TW; Sirovic, A","Anthropogenic noise in the ocean has increased substantially in recent decades, and motorized vessels produce what is likely the most common form of underwater noise pollution. Noise has the potential to induce physiological stress in marine fishes, which may have negative ecological consequences. In this study, physiological effects of increased noise (playback of boat noise recorded in the field) on a coastal marine fish (the giant kelpfish, Heterostichus rostratus) were investigated by measuring the stress responses (cortisol concentration) of fish to increased noise of various temporal dynamics and noise levels. Giant kelpfish exhibited acute stress responses when exposed to intermittent noise, but not to continuous noise or control conditions (playback of recorded natural ambient sound). These results suggest that variability in the acoustic environment may be more important than the period of noise exposure for inducing stress in a marine fish, and provide information regarding noise levels at which physiological responses occur.",93,TRUE,ecological,NA,FALSE,ocean_noise,
118,Article,2020,Jan-28,The round goby genome provides insights into mechanisms that may facilitate biological invasions,BMC BIOLOGY,"Adrian-Kalchhauser, I; Blomberg, A; Larsson, T; Musilova, Z; Peart, CR; Pippel, M; Solbakken, MH; Suurväli, J; Walser, JC; Wilson, JY; Rosenblad, MA; Burguera, D; Gutnik, S; Michiels, N; Töpel, M; Pankov, K; Schloissnig, S; Winkler, S","Background The invasive benthic round goby (Neogobius melanostomus) is the most successful temperate invasive fish and has spread in aquatic ecosystems on both sides of the Atlantic. Invasive species constitute powerful in situ experimental systems to study fast adaptation and directional selection on short ecological timescales and present promising case studies to understand factors involved the impressive ability of some species to colonize novel environments. We seize the unique opportunity presented by the round goby invasion to study genomic substrates potentially involved in colonization success. Results We report a highly contiguous long-read-based genome and analyze gene families that we hypothesize to relate to the ability of these fish to deal with novel environments. The analyses provide novel insights from the large evolutionary scale to the small species-specific scale. We describe expansions in specific cytochrome P450 enzymes, a remarkably diverse innate immune system, an ancient duplication in red light vision accompanied by red skin fluorescence, evolutionary patterns of epigenetic regulators, and the presence of osmoregulatory genes that may have contributed to the round goby's capacity to invade cold and salty waters. A recurring theme across all analyzed gene families is gene expansions. Conclusions The expanded innate immune system of round goby may potentially contribute to its ability to colonize novel areas. Since other gene families also feature copy number expansions in the round goby, and since other Gobiidae also feature fascinating environmental adaptations and are excellent colonizers, further long-read genome approaches across the goby family may reveal whether gene copy number expansions are more generally related to the ability to conquer new habitats in Gobiidae or in fish.",41,TRUE,technical,adjective,FALSE,fish_invasion,
119,Article,2022,JUL-AUG,A Novel Alteromonas Phage Lineage with a Broad Host Range and Small Burst Size,MICROBIOLOGY SPECTRUM,"Yang, Y; Ma, R; Yu, C; Ye, J; Chen, X; Wang, L; Jiao, N; Zhang, R","Alteromonas is an opportunistic marine bacterium that persists in the global ocean and has important ecological significance. However, current knowledge about the diversity and ecology of alterophages (phages that infect Alteromonas) is lacking. Here, three similar phages infecting Alteromonas macleodii ATCC 27126T were isolated and physiologically characterized. Transmission electron microscopy revealed Siphoviridae morphology, with an oblate icosahedral head and a long noncontractile tail. Notably, these members displayed a small burst size (15-19 plaque-forming units/ cell) yet an extensively broad host spectrum when tested on 175 Alteromonas strains. Such unique infection kinetics are potentially associated with discrepancies in codon usage bias from the host tRNA inventory. Phylogenetic analysis indicated that the three phages are closely evolutionarily related; they clustered at the species level and represent a novel genus. Three auxiliary metabolic genes with roles in nucleotide metabolism and putative biofilm dispersal were found in these phage genomes, which revealed important biogeochemical significance of these alterophages in marine ecosystems. Our isolation and characterization of these novel phages expand the current understanding of alterophage diversity, evolution, and phage-host interactions. IMPORTANCE The marine bacterium Alteromonas is prevalent in the global ocean with crucial ecological significance; however, little is known about the diversity and evolution of its bacteriophages that profoundly affect the bacterial communities. Our study characterized a novel genus of three newly isolated Alteromonas phages that exhibited a distinct infection strategy of broad host spectrum and small burst size. This strategy is likely a consequence of the viral trade-off between virulence and lysis profiles during phage-host coevolution, and our work provides new insight into viral evolution and infection strategies.",10,TRUE,technical,new_species,FALSE,bacteriophage,
120,Article,2025,Apr-23,Novel and diverse features identified in the genomes of bacteria isolated from a hydrothermal vent plume,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,"Major, SR; Polinski, JM; Penn, K; Rodrigue, M; Harke, MJ","Hydrothermal vent plumes (HVPs), formed by high-temperature vent emissions, are rich in compounds that support chemosynthesis and serve as reservoirs of microbial diversity and genetic innovation. Through turbulence, mixing, and interaction with subsea currents, vent communities are thought to disperse across ocean basins. In this study, we focused on the plume of the Moytirra hydrothermal vent field, a relatively unexplored site, to investigate its microbial inhabitants. We cultured bacteria from the Moytirra HVP using 11 different media types and performed complete genome sequencing on 12 isolates. Our analyses revealed four putatively novel species from the Thalassobaculum, Sulfitobacter, Idiomarina, and Christiangramia genera. Comparative genomics identified unique genomic islands containing biosynthetic gene clusters, including a novel Non-Ribosomal Peptide Synthetase/Polyketide Synthase cluster, toxin-antitoxin systems, and evidence of horizontal gene transfer facilitated by prophages. These findings underscore the potential of HVPs as a source of novel microbial species and biotechnologically relevant genes, contributing to our understanding of the biodiversity and genetic complexity of these extreme environments.IMPORTANCEHydrothermal vents are dynamic environments that offer unique nutrients for chemosynthetic organisms to drive biology in the deep-sea. The dynamics of these ecosystems are thought to drive genomic innovation in resident populations. Hydrothermal vent plumes (HVPs) mix with surrounding water, carrying local microbiota with them and dispersing for hundreds of kilometers. This study isolated bacteria from a HVP to capture a genomic snapshot of the microbial community, revealing four putatively novel species of bacteria within three taxonomic classes. The addition of these genomes to public databases provides valuable insights into the genomic function, architecture, and novel biosynthetic gene clusters of bacteria found in these extreme environments.",0,TRUE,technical,new_species,FALSE,bacteria,
121,Article,2025,JAN,"Description of Hyphococcus formosus sp. nov. and Hyphococcus lacteus sp. nov., isolated from coastal sediment, and reclassification of Marinicaulis flavus as Hyphococcus luteus nom. nov. and Marinicaulis aureus as Hyphococcus aureus comb. nov",SYSTEMATIC AND APPLIED MICROBIOLOGY,"Ye, YQ; Zhang, XY; Gong, HN; Ye, MQ; Du, ZJ","During a study on sediment bacterial diversity in coastal China, three bacterial strains, DH-69T, EH-24, and ECK19T, were isolated from coastal sediments off Xiaoshi Island, Weihai. These strains were Gram-staining-negative, aerobic, and coccoid to rod-shaped with prosthecae and flagella. Comparison of the 16S rRNA gene showed that they shared the highest identity values with Hyphococcus flavus MCCC 1K03223T (96.2-97.6 %), followed by Marinicaulis flavus SY-3-19T (95.2-96.8 %) and Marinicaulis aureus HHTR114T (95.2-96.2 %). Genome comparisons using average nucleotide identity (ANI) and average amino acid identity (AAI) suggested that the three novel strains and the three related strains belonged to the same genus, with strains DH-69T, EH-24, and ECK-19T identified as two distinct novel species. Pan-genome analysis revealed that 995 core genes were shared among 23 Hyphococcus genomes/MAGs. Secondary metabolites analysis identified a biosynthesis gene cluster for microsclerodermin, a potent antifungal peptide, in the novel strains. Moreover, these newly isolated strains were detected in various ecosystems, with a particular prevalence in marine environments, based on analysis of 500,048 amplicon datasets, underscoring their ecological preference. Based on polyphasic characterizations, strains DH-69T and EH-24 represent a novel species of the genus Hyphococcus, for which the name Hyphococcus formosus sp. nov. is proposed with the type strain DH-69T (= MCCC 1H00436T = KCTC 8010T). Strain ECK-19T represents another novel Hyphococcus species, for which the name Hyphococcus lacteus sp. nov. is proposed with the type strain ECK-19T (= MCCC 1H00435T = KCTC 8009T). Furthermore, Marinicaulis flavus and Marinicaulis aureus are proposed to be reclassified as Hyphococcus luteus nom. nov. and Hyphococcus aureus comb. nov., respectively, accompanied by an emended description of the genus Hyphococcus.",2,TRUE,technical,new_species,FALSE,bacteria,
122,Article,2021,FEB,Progenesis as an intrinsic factor of ecological opportunity in a polyphenic amphibian,FUNCTIONAL ECOLOGY,"Lejeune, B; Bissey, L; Didaskalou, EA; Sturaro, N; Lepoint, G; Denoël, M","Paedomorphosis, a developmental heterochrony involving the retention of larval traits at the adult stage, is considered a major evolutionary process because it can generate phenotypic variation without requiring genetic modifications. Two main processes underlie paedomorphosis: neoteny, a slowdown of somatic development, and progenesis, a precocious maturation associated with body size reduction. Being essentially a truncation of ontogeny, progenesis has often been deemed an evolutionary dead end with advantages attributed to precocious reproduction or small body size required in specific environmental contexts (e.g. parasitism, interstitial life), but there is a lack of studies on the immediate ecological consequences of progenesis. Because body size is a key factor determining trophic ecology in animals, we hypothesized that progenesis might intrinsically promote ecological opportunity via body size reduction (i.e. 'the trophic advantage of progenesis' hypothesis). We tested this hypothesis in facultatively progenetic palmate newts Lissotriton helveticus using stable isotope niche modelling and diet reconstruction in conjunction with traditional stomach content analyses and body condition (BC) assessment. We show that not only did progenetic individuals occupy a different trophic niche than metamorphic individuals in all populations, but the smaller they were compared to metamorphs due to progenesis, the more different they were in terms of trophic ecology, with no negative effect on their BC. Altogether, the results suggest that via body size reduction, progenesis may generally act as an intrinsic factor of ecological opportunity, allowing the use of existing but previously unavailable resources, even in habitats where seemingly little opportunity exists. We argue that beyond the classically recognized fitness advantages of progenetic development, this process may also generally bring an immediate trophic advantage via body size reduction, which would have important implications to understand the evolution and adaptiveness of this process in many different taxa, from marine meiofauna to primates. A free Plain Language Summary can be found within the Supporting Information of this article.",13,FALSE,NA,NA,NA,NA,
123,Article,2020,SEP,Novel feeding interactions amplify the impact of species redistribution on an Arctic food web,GLOBAL CHANGE BIOLOGY,"Pecuchet, L; Blanchet, MA; Frainer, A; Husson, B; Jorgensen, LL; Kortsch, S; Primicerio, R","Species are redistributing globally in response to climate warming, impacting ecosystem functions and services. In the Barents Sea, poleward expansion of boreal species and a decreased abundance of Arctic species are causing a rapid borealization of the Arctic communities. This borealization might have profound consequences on the Arctic food web by creating novel feeding interactions between previously non co-occurring species. An early identification of new feeding links is crucial to predict their ecological impact. However, detection by traditional approaches, including stomach content and isotope analyses, although fundamental, cannot cope with the speed of change observed in the region, nor with the urgency of understanding the consequences of species redistribution for the marine ecosystem. In this study, we used an extensive food web (metaweb) with nearly 2,500 documented feeding links between 239 taxa coupled with a trait data set to predict novel feeding interactions and to quantify their potential impact on Arctic food web structure. We found that feeding interactions are largely determined by the body size of interacting species, although species foraging habitat and metabolic type are also important predictors. Further, we found that all boreal species will have at least one potential resource in the Arctic region should they redistribute therein. During 2014-2017, 11 boreal species were observed in the Arctic region of the Barents Sea. These incoming species, which are all generalists, change the structural properties of the Arctic food web by increasing connectance and decreasing modularity. In addition, these boreal species are predicted to initiate novel feeding interactions with the Arctic residents, which might amplify their impact on Arctic food web structure affecting ecosystem functioning and vulnerability. Under the ongoing species redistribution caused by environmental change, we propose merging a trait-based approach with ecological network analysis to efficiently predict the impacts of range-shifting species on food webs.",81,TRUE,ecological,behavioural,FALSE,feeding_interactions,
124,Article,2018,JAN-FEB,"Metagenomes Reveal Global Distribution of Bacterial Steroid Catabolism in Natural, Engineered, and Host Environments",MBIO,"Holert, J; Cardenas, E; Bergstrand, LH; Zaikova, E; Hahn, AS; Hallam, SJ; Mohn, WW","Steroids are abundant growth substrates for bacteria in natural, engineered, and host-associated environments. This study analyzed the distribution of the aerobic 9,10-seco steroid degradation pathway in 346 publically available metagenomes from diverse environments. Our results show that steroid-degrading bacteria are globally distributed and prevalent in particular environments, such as wastewater treatment plants, soil, plant rhizospheres, and the marine environment, including marine sponges. Genomic signature-based sequence binning recovered 45 metagenome-assembled genomes containing a majority of 9,10-seco pathway genes. Only Actinobacteria and Proteobacteria were identified as steroid degraders, but we identified several alpha- and gammaproteobacterial lineages not previously known to degrade steroids. Actino- and proteobacterial steroid degraders coexisted in wastewater, while soil and rhizosphere samples contained mostly actinobacterial ones. Actinobacterial steroid degraders were found in deep ocean samples, while mostly alpha-and gammaproteobacterial ones were found in other marine samples, including sponges. Isolation of steroid-degrading bacteria from sponges confirmed their presence. Phylogenetic analysis of key steroid degradation proteins suggested their biochemical novelty in genomes from sponges and other environments. This study shows that the ecological significance as well as taxonomic and biochemical diversity of bacterial steroid degradation has so far been largely underestimated, especially in the marine environment. IMPORTANCE Microbial steroid degradation is a critical process for biomass decomposition in natural environments, for removal of important pollutants during wastewater treatment, and for pathogenesis of bacteria associated with tuberculosis and other bacteria. To date, microbial steroid degradation was mainly studied in a few model organisms, while the ecological significance of steroid degradation remained largely unexplored. This study provides the first analysis of aerobic steroid degradation in diverse natural, engineered, and host-associated environments via bioinformatic analysis of an extensive metagenome data set. We found that steroid-degrading bacteria are globally distributed and prevalent in wastewater treatment plants, soil, plant rhizospheres, and the marine environment, especially in marine sponges. We show that the ecological significance as well as the taxonomic and biochemical diversity of bacterial steroid degradation has been largely underestimated. This study greatly expands our ecological and evolutionary understanding of microbial steroid degradation.",95,TRUE,technical,new_species,FALSE,sponge,
125,Editorial Material,2010,SEP,Let's Not Forget the Biodiversity of the Cities,BIOTROPICA,"Lugo, AE","Cities contain over half of the world's population and are the source of many anthropogenic effects on the world's biota. Close examination of San Juan, Puerto Rico, a tropical city, reveals a significant green infrastructure. The city contains natural and human-constructed forests, urban aquatic systems with native and introduced species, and a thriving and diverse biota adapted to urban conditions. It behooves tropical ecologists to pay attention to the biodiversity of urban environments to learn lessons about ecological persistence and adaptation to novel anthropogenic environments.",19,FALSE,NA,NA,NA,NA,
126,Article,2019,SEP,"Anti-predator strategies of the invasive African clawed frog, Xenopus laevis, to native and invasive predators in western France",AQUATIC INVASIONS,"Kruger, N; Measey, J; Herrel, A; Secondi, J","When species are translocated to a novel environment, individuals become exposed to new predators against which they may not express very efficient defences at least at an initial stage. The strength of anti-predator defence is an important parameter that may determine the ability of local communities to control the expansion of invasive populations. The African clawed frog, Xenopus laevis, is a globally invasive amphibian that has successfully established invasive populations on four continents. In its invasive distribution in western France, X. laevis encounters novel aquatic predators. Some may be related to the predators in the native range but others may belong to different taxonomic groups and not be functionally or ecologically equivalent. We tested whether naive X. laevis tadpoles from the invasive French population exhibit anti-predator response to local predators, and whether the response depends on the degree of relatedness with predators encountered in the native range of the frog, or whether individuals may express generic neophobia to any cue they are not familiar with. We exposed naive lab-reared tadpoles to a native non-predatory water snail, Planorbarius corneus, a native predatory beetle, Dytiscus dimidiatus, and an invasive predatory crayfish, Procambarus clarkii. We found that X. laevis tadpoles innately reduce their activity when exposed to beetle and crayfish stimulus cues, but not to snails. Reducing activity can decrease the probability of being detected by predators. This demonstrates that invasive tadpoles respond to known and novel predators regardless of the evolutionary history. Whether the produced response is always effective against a totally novel predator remains to be tested.",14,TRUE,technical,adjective,FALSE,frog_invasion,
127,Article; Book Chapter,2019,NA,Distribution and Bioprospecting Potential of Actinobacteria from Indian Mangrove Ecosystems,MICROBIAL DIVERSITY IN ECOSYSTEM SUSTAINABILITY AND BIOTECHNOLOGICAL APPLICATIONS: VOL 1. MICROBIAL DIVERSITY IN NORMAL & EXTREME ENVIRONMENTS,"Manikkam, R; Pati, P; Thangavel, S; Venugopal, G; Joseph, J; Ramasamy, B; Dastager, SG","Actinobacteria are the ecologically and economically important prokaryotes with the unprecedented ability to produce novel metabolites. They are widely distributed in nature due to their physiological and metabolic versatility. Actinobacteria from marine ecosystem are recognized as a promising source for novel bioactive metabolites. Notably, mangroves are the most fertile and productive marine ecosystem due to their ecophysiological conditions and vast microbial diversity. At the global level, there are many novel actinobacteria which have been reported from mangrove ecosystems and also explored for their bioprospecting potential. However, in India, microbiologists have explored actinobacteria from selected mangrove ecosystems for the past five decades with special reference to culturable diversity and antimicrobial, antimycobacterial, anticancer, and enzymatic activities. So far, around 22 rare actinobacterial genera have been reported from the Indian mangrove ecosystems. However, several other novel actinobacteria with promising bioprospecting potential are yet to be explored. Hence, research on actinobacteria in the Indian mangrove ecosystem is still in its infancy. This chapter will describe the exploratory research work carried out on the importance, diversity, antimicrobial and enzymatic activity, biodegradation, and nanotechnological potency of actinobacteria from the Indian mangrove ecosystems. This chapter will enable researchers to identify the gaps to be bridged for further research on Indian mangrove actinobacteria and exploit their potential to the maximum benefit to mankind.",4,TRUE,technical,biotechnology,FALSE,bacteria,
128,Article,2018,DEC,Comparison of environmental flow assessment methods with a case study on a runoff river-type hydropower plant using hydrological methods,ENVIRONMENTAL MONITORING AND ASSESSMENT,"Karakoyun, Y; Dönmez, AH; Yumurtaci, Z","This paper focuses on the environmental flow assessment (EFA) methods that maintain the river ecosystem and its integrity for hydropower plants (HPP) with their implementations on a run-off river type HPP. EFA is a crucial phenomenon in terms of electricity production and sustaining river integrity simultaneously. The novelty of this study is that it consists both a comparison of widely used preferred EFA methods and a detailed investigation of the river with pre and post-dam flow regimes. The research shows that by expanding the content and scope of the methods, their relative reliabilities increase. However, this situation requires much more expert, money, and time. Apart from most of the relevant literature, pre and post-dam situations are investigated with a flow duration curve (FDC). It is concluded that the dramatic difference between the flow characteristics of pre and post-dam situations affects long-term aquatic life. Furthermore, a case study is conducted using the selected hydrological flow assessment methods, Tennant and Tessman methods, and comparisons are made. The calculated flows are compared with monthly average flow values before dam construction, projected environmental flow data, and the current situation. Accordingly, Tennant's good classification is proposed to determine the environmental flow (EF) for the considered case study.",34,TRUE,technical,innovation,FALSE,river_flow,
129,Article,2004,Nov-22,Picoeukaryotic diversity in an oligotrophic coastal site studied by molecular and culturing approaches,FEMS MICROBIOLOGY ECOLOGY,"Massana, R; Balagué, V; Guillou, L; Pedrós-Alió, C","Planktonic picoeukaryotes are important players in coastal marine food webs but little is known about their diversity. Here we report the picoeukaryotic diversity in Blanes Bay (NW Mediterranean) by retrieving environmental 18S rDNA sequences and by obtaining stable cultures. Four genetic libraries (one per season) were constructed and 383 clones analyzed, yielding 176 distinct sequences. The diversity of picoeukaryotes was very large, both at higher and lower phylogenetic levels. Novel alveolates-I (36% of clones), dinoflagellates (17%), novel stramenopiles (10%), prasinophytes (5%) novel alveolates-II (5%), and cryptophytes (4%) were the better represented phylogenetic groups. Nineteen additional groups were found at <3% clonal abundance. The four genetic libraries were dominated by the above-mentioned groups, implying a relative stability at high taxonomic level, but identical sequences were seldom found in consecutive dates, suggesting fast temporal changes of picoeukaryotic populations. Coastal and open sea picoeukarvotes were similar, but the representation of groups varied between habitats. The culturing effort revealed that some groups were well represented in clone libraries and in cultures (prasinophytes), others were found by both approaches but often with different sequences (cryptophytes), and others were found only in cultures (bicosoecids) or in clone libraries (novel alveolates and stramenopiles). Our data confirm that molecular approaches, such as cloning and sequencing 18S rRNA genes, are a necessary first step to study picoeukaryotic diversity. These results will aid to focus future research, most likely based on new and imaginative culturing efforts and the design and application of specific molecular probes. (C) 2004 Federation of European Microbiological Societies. Published by Elsevier B.V. All rights reserved.",201,TRUE,technical,new_species,FALSE,prokaryotes,
130,Article,1998,Jan-07,A novel experimental apparatus to study the impact of white noise and 1/f noise on animal populations,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Cohen, AE; Gonzalez, A; Lawton, JH; Petchey, OL; Wildman, D; Cohen, JE","This paper reports on the design and construction of a novel apparatus that allows a set of aquatic microcosms to experience complex temporal environmental fluctuations. Replicate microcosms were maintained in 18 water baths with independent environmental controls. We give results from a preliminary experiment designed to look at the effects of varying temperatures with different variance spectra (i.e. white noise or 1/f noise) on single species population dynamics. Matching time series (with identical elements, differently ordered) of environmental temperatures with different Fourier spectra were created for use as input to the apparatus using a novel spectral mimicry method. The apparatus functioned well during the course of the experiment making this an extremely useful research tool. This apparatus now provides ecologists with a means of studying how environmental variability, and directional trends in this variability are filtered and translated by real populations and micro-ecosystems.",30,TRUE,technical,innovation,FALSE,microcosms,
131,Article,2021,AUG,A novel class of sulfur-containing aminolipids widespread in marine roseobacters,ISME JOURNAL,"Smith, AF; Silvano, E; Päuker, O; Guillonneau, R; Quareshy, M; Murphy, A; Mausz, MA; Stirrup, R; Rihtman, B; Aguilo-Ferretjans, M; Brandsma, J; Petersen, J; Scanlan, DJ; Chen, Y","Marine roseobacter group bacteria are numerically abundant and ecologically important players in ocean ecosystems. These bacteria are capable of modifying their membrane lipid composition in response to environmental change. Remarkably, a variety of lipids are produced in these bacteria, including phosphorus-containing glycerophospholipids and several amino acid-containing aminolipids such as ornithine lipids and glutamine lipids. Here, we present the identification and characterization of a novel sulfur-containing aminolipid (SAL) in roseobacters. Using high resolution accurate mass spectrometry, a SAL was found in the lipid extract of Ruegeria pomeroyi DSS-3 and Phaeobacter inhibens DSM 17395. Using comparative genomics, transposon mutagenesis and targeted gene knockout, we identified a gene encoding a putative lyso-lipid acyltransferase, designated salA, which is essential for the biosynthesis of this SAL. Multiple sequence analysis and structural modeling suggest that SalA is a novel member of the lysophosphatidic acid acyltransferase (LPAAT) family, the prototype of which is the PlsC acyltransferase responsible for the biosynthesis of the phospholipid phosphatidic acid. SAL appears to play a key role in biofilm formation in roseobacters. salA is widely distributed in Tara Oceans metagenomes and actively expressed in Tara Oceans metatranscriptomes. Our results raise the importance of sulfur-containing membrane aminolipids in marine bacteria.",15,TRUE,technical,new_species,FALSE,bacteria,
